ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,Date,ConNumAllcategories:Countryofbirth,ConNumEurope:UnitedKingdom:Total,ConNumEurope:UnitedKingdom:England,ConNumEurope:UnitedKingdom:NorthernIreland,ConNumEurope:UnitedKingdom:Scotland,ConNumEurope:UnitedKingdom:Wales,ConNumEurope:UnitedKingdomnototherwisespecified,ConNumEurope:ChannelIslandsandIsleofMan,ConNumEurope:Ireland,ConNumEurope:OtherEurope:Total,ConNumEurope:OtherEurope:EUCountries:Total,ConNumEurope:OtherEurope:RestofEurope:Total,ConNumAfrica:NorthAfrica,ConNumAfrica:CentralandWesternAfrica:Total,ConNumAfrica:SouthandEasternAfrica:Total,ConNumMiddleEastandAsia:MiddleEast:Total,ConNumMiddleEastandAsia:EasternAsia:Total,ConNumMiddleEastandAsia:SouthernAsia:Total,ConNumMiddleEastandAsia:South-EastAsia:Total,ConNumMiddleEastandAsia:CentralAsia,ConNumTheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,ConNumTheAmericasandtheCaribbean:CentralAmerica,ConNumTheAmericasandtheCaribbean:SouthAmerica,ConNumAntarcticaandOceania:Australia,ConNumAntarcticaandOceania:OtherAntarcticaandOceania,ConNumOther,Con%Allcategories:Countryofbirth,Con%Europe:UnitedKingdom:Total,Con%Europe:UnitedKingdom:England,Con%Europe:UnitedKingdom:NorthernIreland,Con%Europe:UnitedKingdom:Scotland,Con%Europe:UnitedKingdom:Wales,Con%Europe:UnitedKingdomnototherwisespecified,Con%Europe:ChannelIslandsandIsleofMan,Con%Europe:Ireland,Con%Europe:OtherEurope:Total,Con%Europe:OtherEurope:EUCountries:Total,Con%Europe:OtherEurope:RestofEurope:Total,Con%Africa:NorthAfrica,Con%Africa:CentralandWesternAfrica:Total,Con%Africa:SouthandEasternAfrica:Total,Con%MiddleEastandAsia:MiddleEast:Total,Con%MiddleEastandAsia:EasternAsia:Total,Con%MiddleEastandAsia:SouthernAsia:Total,Con%MiddleEastandAsia:South-EastAsia:Total,Con%MiddleEastandAsia:CentralAsia,Con%TheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,Con%TheAmericasandtheCaribbean:CentralAmerica,Con%TheAmericasandtheCaribbean:SouthAmerica,Con%AntarcticaandOceania:Australia,Con%AntarcticaandOceania:OtherAntarcticaandOceania,Con%Other,REG%Allcategories:Countryofbirth,REG%Europe:UnitedKingdom:Total,REG%Europe:UnitedKingdom:England,REG%Europe:UnitedKingdom:NorthernIreland,REG%Europe:UnitedKingdom:Scotland,REG%Europe:UnitedKingdom:Wales,REG%Europe:UnitedKingdomnototherwisespecified,REG%Europe:ChannelIslandsandIsleofMan,REG%Europe:Ireland,REG%Europe:OtherEurope:Total,REG%Europe:OtherEurope:EUCountries:Total,REG%Europe:OtherEurope:RestofEurope:Total,REG%Africa:NorthAfrica,REG%Africa:CentralandWesternAfrica:Total,REG%Africa:SouthandEasternAfrica:Total,REG%MiddleEastandAsia:MiddleEast:Total,REG%MiddleEastandAsia:EasternAsia:Total,REG%MiddleEastandAsia:SouthernAsia:Total,REG%MiddleEastandAsia:South-EastAsia:Total,REG%MiddleEastandAsia:CentralAsia,REG%TheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,REG%TheAmericasandtheCaribbean:CentralAmerica,REG%TheAmericasandtheCaribbean:SouthAmerica,REG%AntarcticaandOceania:Australia,REG%AntarcticaandOceania:OtherAntarcticaandOceania,REG%Other,uk%Allcategories:Countryofbirth,uk%Europe:UnitedKingdom:Total,uk%Europe:UnitedKingdom:England,uk%Europe:UnitedKingdom:NorthernIreland,uk%Europe:UnitedKingdom:Scotland,uk%Europe:UnitedKingdom:Wales,uk%Europe:UnitedKingdomnototherwisespecified,uk%Europe:ChannelIslandsandIsleofMan,uk%Europe:Ireland,uk%Europe:OtherEurope:Total,uk%Europe:OtherEurope:EUCountries:Total,uk%Europe:OtherEurope:RestofEurope:Total,uk%Africa:NorthAfrica,uk%Africa:CentralandWesternAfrica:Total,uk%Africa:SouthandEasternAfrica:Total,uk%MiddleEastandAsia:MiddleEast:Total,uk%MiddleEastandAsia:EasternAsia:Total,uk%MiddleEastandAsia:SouthernAsia:Total,uk%MiddleEastandAsia:South-EastAsia:Total,uk%MiddleEastandAsia:CentralAsia,uk%TheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,uk%TheAmericasandtheCaribbean:CentralAmerica,uk%TheAmericasandtheCaribbean:SouthAmerica,uk%AntarcticaandOceania:Australia,uk%AntarcticaandOceania:OtherAntarcticaandOceania,uk%Other,ConNumRoW,Con%RoW,Reg%RoW,UK%RoW
E14000909,Rutland and Melton,E12000004,East Midlands,K02000001,United Kingdom,2011,100926,95046,91519,447,1896,1177,7,65,444,2463,2314,149,70,121,781,79,254,531,245,5,472,11,75,151,113,0,1,0.94173949230129,0.906793095931673,0.004428987575055,0.018786041257951,0.011662009789351,6.9357747260369E-05,0.000644036224561,0.004399262826229,0.024404018786041,0.022927689594356,0.001476329191685,0.000693577472604,0.001198898202644,0.007738342944335,0.000782751719081,0.002516695400591,0.005261280542179,0.002427521154113,4.95412480431207E-05,0.004676693815271,0.000108990745695,0.000743118720647,0.001496145690902,0.001119632205775,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,2908,0.028813189861879,0.060155227341613,0.078930644018001
E14000924,Sherwood,E12000004,East Midlands,K02000001,United Kingdom,2011,94210,91438,89340,258,1285,552,3,33,226,1130,1030,100,32,55,280,44,107,367,170,0,215,5,32,55,21,0,1,0.970576371935039,0.948306973781976,0.002738562785267,0.01363974100414,0.005859250610339,3.18437533170576E-05,0.000350281286488,0.002398896083218,0.011994480416092,0.01093302197219,0.001061458443902,0.000339666702049,0.000583802144146,0.002972083642925,0.000467041715317,0.001135760534975,0.00389555248912,0.001804479354633,0,0.002282135654389,5.30729221950961E-05,0.000339666702049,0.000583802144146,0.000222906273219,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,1383,0.014679970279164,0.060155227341613,0.078930644018001
E14000929,Sleaford and North Hykeham,E12000004,East Midlands,K02000001,United Kingdom,2011,111056,105491,100819,624,2706,1330,12,56,449,2835,2709,126,74,55,515,100,197,285,315,2,406,21,57,130,68,0,1,0.949890145512174,0.90782127935456,0.005618786918311,0.024366085578447,0.011975940066273,0.000108053594583,0.000504250108054,0.004043005330644,0.025527661720213,0.024393098977093,0.001134562743121,0.000666330499928,0.000495245641838,0.00463730010085,0.000900446621524,0.001773879844403,0.002566272871344,0.002836406857801,1.80089324304855E-05,0.003655813283389,0.00018909379052,0.000513254574269,0.001170580607982,0.000612303702637,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,2225,0.020034937328915,0.060155227341613,0.078930644018001
E14000935,South Derbyshire,E12000004,East Midlands,K02000001,United Kingdom,2011,94611,90941,88557,270,1308,804,2,28,299,1243,1118,125,49,54,375,63,175,791,182,5,227,7,50,82,40,0,1,0.961209584509201,0.936011668833434,0.002853790785427,0.013825030916067,0.00849795478327,2.11391910031603E-05,0.000295948674044,0.003160309054972,0.013138007208464,0.011816807770767,0.001321199437698,0.000517910179577,0.000570758157085,0.003963598313093,0.0006658845166,0.001849679212777,0.00836055004175,0.001923666381288,5.28479775079008E-05,0.002399298178859,7.39871685110611E-05,0.000528479775079,0.00086670683113,0.000422783820063,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,2100,0.022196150553318,0.060155227341613,0.078930644018001
E14000939,South Holland and The Deepings,E12000004,East Midlands,K02000001,United Kingdom,2011,101584,92545,90279,329,1243,683,11,41,315,6820,6663,157,56,60,448,70,168,337,251,10,215,12,138,51,47,0,1,0.911019451882186,0.888712789415656,0.003238699007718,0.012236178925815,0.006723499763742,0.000108284769255,0.000403606867223,0.003100882028666,0.067136556938101,0.065591037958734,0.001545518979367,0.000551267916207,0.000590644195936,0.004410143329658,0.000689084895259,0.001653803748622,0.003317451567176,0.002470861553,9.8440699322728E-05,0.002116475035439,0.000118128839187,0.001358481650654,0.000502047566546,0.000462671286817,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,1863,0.018339502283824,0.060155227341613,0.078930644018001
E14000940,South Leicestershire,E12000004,East Midlands,K02000001,United Kingdom,2011,100595,95031,92670,287,1212,861,1,22,394,1705,1521,184,82,95,1000,106,229,1207,198,1,327,5,46,73,74,0,1,0.944689099855858,0.921218748446742,0.0028530245042,0.012048312540385,0.0085590735126,9.94085193101049E-06,0.000218698742482,0.003916695660818,0.016949152542373,0.015120035787067,0.001829116755306,0.000815149858343,0.000944380933446,0.00994085193101,0.001053730304687,0.002276455092201,0.01199860828073,0.00196828868234,9.94085193101049E-06,0.00325065858144,4.97042596550524E-05,0.000457279188826,0.000725682190964,0.000735623042895,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,3443,0.034226353198469,0.060155227341613,0.078930644018001
E14000942,South Northamptonshire,E12000004,East Midlands,K02000001,United Kingdom,2011,108562,100474,96812,478,1832,1348,4,43,660,2543,2333,210,104,195,1452,182,293,880,388,9,909,11,116,182,121,0,1,0.925498793316262,0.891766916600652,0.004403013945948,0.016875149684052,0.012416867780623,3.6845304987012E-05,0.00039608702861,0.006079475322857,0.023424402645493,0.021490024133675,0.001934378511818,0.000957977929662,0.001796208618117,0.013374845710285,0.001676461376909,0.002698918590299,0.008105967097143,0.00357399458374,8.29019362207771E-05,0.008373095558298,0.000101324588714,0.001068513844623,0.001676461376909,0.001114570475857,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,4842,0.044601241686778,0.060155227341613,0.078930644018001
E14001025,Wellingborough,E12000004,East Midlands,K02000001,United Kingdom,2011,106159,94915,92229,410,1439,825,12,28,736,4515,4208,307,139,332,1653,113,180,1919,347,5,1032,22,102,75,46,0,1,0.894083403197091,0.868781733060786,0.003862131331305,0.013555138989629,0.007771361825187,0.000113037990185,0.000263755310431,0.006932996731318,0.042530543806931,0.03963865522471,0.002891888582221,0.001309356719638,0.003127384395105,0.01557098314792,0.001064441074238,0.001695569852768,0.01807665859701,0.003268681882836,4.70991625768894E-05,0.00972126715587,0.000207236315338,0.000960822916569,0.000706487438653,0.000433312295707,0,1,0.901127498278266,0.875575032504475,0.003445452263313,0.014671022067748,0.007353930603884,8.20608388470717E-05,0.000337728882459,0.004897620279792,0.033481925217869,0.030965172232906,0.002516752984963,0.001677614729656,0.002935880925311,0.013965784159699,0.003107061599895,0.004300693855276,0.022555921593957,0.003773033837743,7.8751934054851E-05,0.005450869161051,0.000145591810858,0.000751341981487,0.000893183700247,0.000518174490462,1.32356191688825E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,5965,0.056189300954229,0.060155227341613,0.078930644018001
E14000531,Aldridge-Brownhills,E12000005,West Midlands,K02000001,United Kingdom,2011,76974,73989,72929,182,396,478,4,12,397,668,618,50,50,62,264,79,147,908,130,0,208,4,19,30,7,0,1,0.961220671915192,0.947449788240185,0.002364434744199,0.005144594278588,0.006209889053447,5.19655987736119E-05,0.000155896796321,0.005157585678281,0.008678254995193,0.008028685010523,0.00064956998467,0.00064956998467,0.000805466780991,0.003429729519058,0.001026320575779,0.00190973575493,0.01179619092161,0.001688881960142,0,0.002702211136228,5.19655987736119E-05,0.000246836594175,0.000389741990802,9.09397978538208E-05,0,1,0.88754191251564,0.860949254772578,0.003425120321922,0.00932906593129,0.01372922180845,0.0001092496814,0.000280621730654,0.007528409826259,0.026358092250645,0.024302341709797,0.002055750540848,0.001432741736788,0.003652545312287,0.010211989010053,0.004384268260094,0.004330000444496,0.039917727135354,0.003961193513497,7.55108092027504E-05,0.008356708064322,0.000125851348671,0.000633362532036,0.000771531246748,0.00043574913774,1.78512551306739E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,1908,0.024787590615013,0.078290963676802,0.078930644018001
E14000560,"Birmingham, Edgbaston",E12000005,West Midlands,K02000001,United Kingdom,2011,96568,77514,75141,521,875,969,8,34,1352,3422,3027,395,346,917,2008,1444,1442,4895,1069,28,1701,32,164,143,56,1,1,0.802688261121697,0.778114903487698,0.005395161958413,0.009060972578908,0.010034379918814,8.28431778643029E-05,0.000352083505923,0.014000497059067,0.035436169331456,0.031345787424406,0.00409038190705,0.003582967442631,0.009495899262696,0.02079363764394,0.014953193604507,0.014932482810041,0.05068966945572,0.011069919642118,0.000289951122525,0.017614530693397,0.000331372711457,0.001698285146218,0.001480821804324,0.00057990224505,1.03553972330379E-05,1,0.88754191251564,0.860949254772578,0.003425120321922,0.00932906593129,0.01372922180845,0.0001092496814,0.000280621730654,0.007528409826259,0.026358092250645,0.024302341709797,0.002055750540848,0.001432741736788,0.003652545312287,0.010211989010053,0.004384268260094,0.004330000444496,0.039917727135354,0.003961193513497,7.55108092027504E-05,0.008356708064322,0.000125851348671,0.000633362532036,0.000771531246748,0.00043574913774,1.78512551306739E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,14246,0.147522988981857,0.078290963676802,0.078930644018001
E14000561,"Birmingham, Erdington",E12000005,West Midlands,K02000001,United Kingdom,2011,97778,83087,81307,609,617,533,21,11,2115,3321,3121,200,168,803,1235,449,468,3165,402,4,2387,7,90,44,22,0,1,0.84975147783755,0.831546973756878,0.006228394935466,0.006310212931334,0.005451123974718,0.000214772239154,0.000112499744319,0.021630632657653,0.033964695534783,0.031919245638078,0.002045449896705,0.001718177913232,0.00821248133527,0.012630653112152,0.004592035018102,0.004786352758289,0.032369244615353,0.004111354292377,4.09089979340956E-05,0.024412444517172,7.15907463846673E-05,0.000920452453517,0.000449998977275,0.000224999488638,0,1,0.88754191251564,0.860949254772578,0.003425120321922,0.00932906593129,0.01372922180845,0.0001092496814,0.000280621730654,0.007528409826259,0.026358092250645,0.024302341709797,0.002055750540848,0.001432741736788,0.003652545312287,0.010211989010053,0.004384268260094,0.004330000444496,0.039917727135354,0.003961193513497,7.55108092027504E-05,0.008356708064322,0.000125851348671,0.000633362532036,0.000771531246748,0.00043574913774,1.78512551306739E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,9244,0.094540694225695,0.078290963676802,0.078930644018001
E14000562,"Birmingham, Hall Green",E12000005,West Midlands,K02000001,United Kingdom,2011,115904,79053,77143,446,723,697,44,19,1957,2978,2618,360,569,408,3840,2975,624,20855,596,7,1748,10,114,91,60,0,1,0.682055839315295,0.665576684152402,0.003848012147985,0.006237921038101,0.006013597459967,0.000379624516842,0.000163928768636,0.01688466316952,0.025693677526229,0.022587658752071,0.003106018774158,0.004909235229155,0.003520154610712,0.033130866924351,0.025667794036444,0.005383765875207,0.179933393152954,0.005142186637217,6.03948094975152E-05,0.015081446714522,8.62782992821646E-05,0.000983572611817,0.000785132523468,0.000517669795693,0,1,0.88754191251564,0.860949254772578,0.003425120321922,0.00932906593129,0.01372922180845,0.0001092496814,0.000280621730654,0.007528409826259,0.026358092250645,0.024302341709797,0.002055750540848,0.001432741736788,0.003652545312287,0.010211989010053,0.004384268260094,0.004330000444496,0.039917727135354,0.003961193513497,7.55108092027504E-05,0.008356708064322,0.000125851348671,0.000633362532036,0.000771531246748,0.00043574913774,1.78512551306739E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,31897,0.27520189122032,0.078290963676802,0.078930644018001
E14000563,"Birmingham, Hodge Hill",E12000005,West Midlands,K02000001,United Kingdom,2011,121678,86631,85563,337,361,328,42,5,1218,3291,2984,307,397,708,2751,856,254,23076,809,2,1601,4,44,14,17,0,1,0.711969296010783,0.70319203142721,0.002769605023094,0.002966846923848,0.002695639310311,0.00034517332632,4.10920626571771E-05,0.010010026463288,0.027046795640954,0.024523742993803,0.002523052647151,0.00326270977498,0.005818636072256,0.022608852873979,0.007034961126909,0.002087476782985,0.189648087575404,0.006648695737931,1.64368250628709E-05,0.013157678462828,3.28736501257417E-05,0.000361610151383,0.00011505777544,0.000139713013034,0,1,0.88754191251564,0.860949254772578,0.003425120321922,0.00932906593129,0.01372922180845,0.0001092496814,0.000280621730654,0.007528409826259,0.026358092250645,0.024302341709797,0.002055750540848,0.001432741736788,0.003652545312287,0.010211989010053,0.004384268260094,0.004330000444496,0.039917727135354,0.003961193513497,7.55108092027504E-05,0.008356708064322,0.000125851348671,0.000633362532036,0.000771531246748,0.00043574913774,1.78512551306739E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,30533,0.250932789822318,0.078290963676802,0.078930644018001
E14000564,"Birmingham, Ladywood",E12000005,West Midlands,K02000001,United Kingdom,2011,126693,75623,73834,422,635,671,61,26,1461,7251,6470,781,811,2691,5953,2996,3462,18227,1425,56,6298,40,200,111,62,0,1,0.596899591926942,0.582778843345726,0.003330886473602,0.00501211590222,0.005296267354945,0.00048147885045,0.000205220493634,0.011531813123061,0.05723283843622,0.051068330531284,0.006164507904936,0.006401300782206,0.021240321091142,0.046987599946327,0.023647715343389,0.027325898036987,0.143867459133496,0.011247661670337,0.000442013370904,0.049710718034935,0.00031572383636,0.001578619181802,0.0008761336459,0.000489371946359,0,1,0.88754191251564,0.860949254772578,0.003425120321922,0.00932906593129,0.01372922180845,0.0001092496814,0.000280621730654,0.007528409826259,0.026358092250645,0.024302341709797,0.002055750540848,0.001432741736788,0.003652545312287,0.010211989010053,0.004384268260094,0.004330000444496,0.039917727135354,0.003961193513497,7.55108092027504E-05,0.008356708064322,0.000125851348671,0.000633362532036,0.000771531246748,0.00043574913774,1.78512551306739E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,42332,0.334130536020143,0.078290963676802,0.078930644018001
E14000565,"Birmingham, Northfield",E12000005,West Midlands,K02000001,United Kingdom,2011,101422,92812,90716,507,762,819,8,24,1478,1482,1191,291,144,529,969,582,572,1001,705,6,956,9,69,66,18,0,1,0.915107175957879,0.89444104829327,0.004998915422689,0.007513162824634,0.008075171067421,7.88783498649208E-05,0.000236635049595,0.014572775137544,0.014612214312477,0.01174301433614,0.002869199976337,0.001419810297569,0.005215830884818,0.009554140127389,0.005738399952673,0.005639802015342,0.009869653526848,0.006951154581846,5.91587623986906E-05,0.009425962808858,8.87381435980359E-05,0.000680325767585,0.000650746386386,0.000177476287196,0,1,0.88754191251564,0.860949254772578,0.003425120321922,0.00932906593129,0.01372922180845,0.0001092496814,0.000280621730654,0.007528409826259,0.026358092250645,0.024302341709797,0.002055750540848,0.001432741736788,0.003652545312287,0.010211989010053,0.004384268260094,0.004330000444496,0.039917727135354,0.003961193513497,7.55108092027504E-05,0.008356708064322,0.000125851348671,0.000633362532036,0.000771531246748,0.00043574913774,1.78512551306739E-06,1,0.873485209705813,0.718668815120618,0.029446531583637,0.081677415425597,0.043565402256314,0.000127045319647,0.000449588806514,0.007409399530355,0.039725157939316,0.035070934085242,0.004654223854075,0.002154104279216,0.006529578641623,0.012919560955939,0.004870661470391,0.005564591331435,0.026646454004799,0.005635339129968,0.000157212054323,0.008687608078341,0.000244879180961,0.002381177806185,0.001999234657596,0.001138501429944,1.74099727932772E-06,5626,0.055471199542506,0.078290963676802,0.078930644018001
