ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,Date,CONLevelAll,CON%All,REGLevelAll,Reg%All,CTRYLevelAll,CTRY%All,CONLevelOwn,CON%Own,REGLevelOwn,REG%Own,CTRYLevelOwn,CTRY%Own,CONLevelOwn_out,CON%Own_out,REGLevelOwn_out,REG%Own_out,CTRYLevelOwn_out,CTRY%Own_out,CONLevelOwn_mort,CON%Own_mort,REGLevelOwn_mort,REG%Own_mort,CTRYLevelOwn_mort,CTRY%Own_mort,CONLevelShare,CON%Share,REGLevelShare,REG%Share,CTRYLevelShare,CTRY%Share,CONLevelSoc_r,CON%Soc_r,REGLevelSoc_r,REG%Soc_r,CTRYLevelSoc_r,CTRY%Soc_r,CONLevelSoc_r_LA,CON%Soc_r_LA,REGLevelSoc_r_LA,REG%Soc_r_LA,CTRYLevelSoc_r_LA,CTRY%Soc_r_LA,CONLevelSoc_r_Other,CON%Soc_r_Other,REGLevelSoc_r_Other,REG%Soc_r_Other,CTRYLevelSoc_r_Other,CTRY%Soc_r_Other,CONLevelPrivate_rent,CON%Private_rent,REGLevelPrivate_rent,REG%Private_rent,CTRYLevelPrivate_rent,CTRY%Private_rent,CONLevelPrivate_r_land,CON%Private_r_land,REGLevelPrivate_r_land,REG%Private_r_land,CTRYLevelPrivate_r_land,CTRY%Private_r_land,CONLevelPrivate_r_Oth,CON%Private_r_Oth,REGLevelPrivate_r_Oth,REG%Private_r_Oth,CTRYLevelPrivate_r_Oth,CTRY%Private_r_Oth,CONLevelRent_free,CON%Rent_free,REGLevelRent_free,REG%Rent_free,CTRYLevelRent_free,CTRY%Rent_free
E14000554,Berwick-upon-Tweed,E12000001,North East,K02000001,United Kingdom,2011,33506,1,1129935,1,26442096,1,21017,0.627260789112398,698595,0.618261227415736,16785003,0.63478337723303,11733,0.35017608786486,323084,0.285931491634475,8093442,0.30608171152544,9284,0.277084701247538,375511,0.332329735781262,8691561,0.32870166570759,103,0.003074076284845,4098,0.003626757291349,192648,0.007285655418542,5859,0.174864203426252,259506,0.22966453822565,4799765,0.18151983866937,2895,0.086402435384707,167593,0.148320921114931,2601715,0.098392918624908,2964,0.088461768041545,91913,0.081343617110719,2198050,0.083126920044463,5531,0.165074911956068,154426,0.136668038426989,4301086,0.162660554594462,4787,0.14286993374321,139624,0.123568169850478,3925141,0.148442884406743,744,0.022204978212857,14802,0.013099868576511,375945,0.014217670187719,996,0.029726019220438,13310,0.011779438640276,363594,0.013750574084596
E14000569,Bishop Auckland,E12000001,North East,K02000001,United Kingdom,2011,39058,1,1129935,1,26442096,1,25340,0.648778739310769,698595,0.618261227415736,16785003,0.63478337723303,13078,0.334835373034974,323084,0.285931491634475,8093442,0.30608171152544,12262,0.313943366275795,375511,0.332329735781262,8691561,0.32870166570759,109,0.002790721491116,4098,0.003626757291349,192648,0.007285655418542,7451,0.190767576424804,259506,0.22966453822565,4799765,0.18151983866937,4275,0.10945260894055,167593,0.148320921114931,2601715,0.098392918624908,3176,0.081314967484254,91913,0.081343617110719,2198050,0.083126920044463,5530,0.141584310512571,154426,0.136668038426989,4301086,0.162660554594462,5046,0.129192482974039,139624,0.123568169850478,3925141,0.148442884406743,484,0.012391827538533,14802,0.013099868576511,375945,0.014217670187719,628,0.016078652260741,13310,0.011779438640276,363594,0.013750574084596
E14000574,Blaydon,E12000001,North East,K02000001,United Kingdom,2011,38768,1,1129935,1,26442096,1,26678,0.688144861741643,698595,0.618261227415736,16785003,0.63478337723303,12728,0.328312009905076,323084,0.285931491634475,8093442,0.30608171152544,13950,0.359832851836566,375511,0.332329735781262,8691561,0.32870166570759,148,0.003817581510524,4098,0.003626757291349,192648,0.007285655418542,8140,0.209966983078828,259506,0.22966453822565,4799765,0.18151983866937,6710,0.173080891456872,167593,0.148320921114931,2601715,0.098392918624908,1430,0.036886091621956,91913,0.081343617110719,2198050,0.083126920044463,3453,0.089068303755675,154426,0.136668038426989,4301086,0.162660554594462,3100,0.079962855963681,139624,0.123568169850478,3925141,0.148442884406743,353,0.009105447791993,14802,0.013099868576511,375945,0.014217670187719,349,0.009002269913331,13310,0.011779438640276,363594,0.013750574084596
E14000575,Blyth Valley,E12000001,North East,K02000001,United Kingdom,2011,36049,1,1129935,1,26442096,1,23485,0.651474382091043,698595,0.618261227415736,16785003,0.63478337723303,10225,0.283641709894865,323084,0.285931491634475,8093442,0.30608171152544,13260,0.367832672196177,375511,0.332329735781262,8691561,0.32870166570759,114,0.003162362340148,4098,0.003626757291349,192648,0.007285655418542,8263,0.229215789619684,259506,0.22966453822565,4799765,0.18151983866937,6282,0.174262808954479,167593,0.148320921114931,2601715,0.098392918624908,1981,0.054952980665206,91913,0.081343617110719,2198050,0.083126920044463,3748,0.103969596937502,154426,0.136668038426989,4301086,0.162660554594462,3300,0.09154206774113,139624,0.123568169850478,3925141,0.148442884406743,448,0.012427529196372,14802,0.013099868576511,375945,0.014217670187719,439,0.012177869011623,13310,0.011779438640276,363594,0.013750574084596
E14000641,City of Durham,E12000001,North East,K02000001,United Kingdom,2011,38131,1,1129935,1,26442096,1,24678,0.64718995043403,698595,0.618261227415736,16785003,0.63478337723303,12012,0.315019275654979,323084,0.285931491634475,8093442,0.30608171152544,12666,0.332170674779051,375511,0.332329735781262,8691561,0.32870166570759,97,0.002543861949595,4098,0.003626757291349,192648,0.007285655418542,7383,0.193621987359366,259506,0.22966453822565,4799765,0.18151983866937,5827,0.152815294642155,167593,0.148320921114931,2601715,0.098392918624908,1556,0.040806692717212,91913,0.081343617110719,2198050,0.083126920044463,5584,0.146442527077706,154426,0.136668038426989,4301086,0.162660554594462,5116,0.134169048805434,139624,0.123568169850478,3925141,0.148442884406743,468,0.012273478272272,14802,0.013099868576511,375945,0.014217670187719,389,0.010201673179303,13310,0.011779438640276,363594,0.013750574084596
E14000658,Darlington,E12000001,North East,K02000001,United Kingdom,2011,40740,1,1129935,1,26442096,1,25612,0.628669612174767,698595,0.618261227415736,16785003,0.63478337723303,11520,0.282768777614138,323084,0.285931491634475,8093442,0.30608171152544,14092,0.345900834560628,375511,0.332329735781262,8691561,0.32870166570759,158,0.003878252331861,4098,0.003626757291349,192648,0.007285655418542,6839,0.16786941580756,259506,0.22966453822565,4799765,0.18151983866937,4931,0.121035837015218,167593,0.148320921114931,2601715,0.098392918624908,1908,0.046833578792342,91913,0.081343617110719,2198050,0.083126920044463,7748,0.190181639666176,154426,0.136668038426989,4301086,0.162660554594462,7087,0.173956799214531,139624,0.123568169850478,3925141,0.148442884406743,661,0.016224840451645,14802,0.013099868576511,375945,0.014217670187719,383,0.009401080019637,13310,0.011779438640276,363594,0.013750574084596
E14000677,Easington,E12000001,North East,K02000001,United Kingdom,2011,36073,1,1129935,1,26442096,1,23024,0.638261303467968,698595,0.618261227415736,16785003,0.63478337723303,10409,0.288553765974552,323084,0.285931491634475,8093442,0.30608171152544,12615,0.349707537493416,375511,0.332329735781262,8691561,0.32870166570759,53,0.001469242924071,4098,0.003626757291349,192648,0.007285655418542,8160,0.226207967177667,259506,0.22966453822565,4799765,0.18151983866937,6272,0.173869653203227,167593,0.148320921114931,2601715,0.098392918624908,1888,0.052338313974441,91913,0.081343617110719,2198050,0.083126920044463,4270,0.118371080863804,154426,0.136668038426989,4301086,0.162660554594462,3873,0.107365619715577,139624,0.123568169850478,3925141,0.148442884406743,397,0.011005461148227,14802,0.013099868576511,375945,0.014217670187719,566,0.01569040556649,13310,0.011779438640276,363594,0.013750574084596
E14000709,Gateshead,E12000001,North East,K02000001,United Kingdom,2011,42712,1,1129935,1,26442096,1,20384,0.477242929387526,698595,0.618261227415736,16785003,0.63478337723303,8336,0.195167634388462,323084,0.285931491634475,8093442,0.30608171152544,12048,0.282075294999063,375511,0.332329735781262,8691561,0.32870166570759,193,0.004518636448773,4098,0.003626757291349,192648,0.007285655418542,14716,0.344540176062933,259506,0.22966453822565,4799765,0.18151983866937,11520,0.269713429481176,167593,0.148320921114931,2601715,0.098392918624908,3196,0.074826746581757,91913,0.081343617110719,2198050,0.083126920044463,7018,0.164309795841918,154426,0.136668038426989,4301086,0.162660554594462,6440,0.150777299119685,139624,0.123568169850478,3925141,0.148442884406743,578,0.013532496722233,14802,0.013099868576511,375945,0.014217670187719,401,0.00938846225885,13310,0.011779438640276,363594,0.013750574084596
E14000733,Hartlepool,E12000001,North East,K02000001,United Kingdom,2011,40434,1,1129935,1,26442096,1,24194,0.598357817678192,698595,0.618261227415736,16785003,0.63478337723303,11090,0.274274125735767,323084,0.285931491634475,8093442,0.30608171152544,13104,0.324083691942425,375511,0.332329735781262,8691561,0.32870166570759,200,0.004946332294604,4098,0.003626757291349,192648,0.007285655418542,9515,0.235321758915764,259506,0.22966453822565,4799765,0.18151983866937,4016,0.099322352475639,167593,0.148320921114931,2601715,0.098392918624908,5499,0.135999406440125,91913,0.081343617110719,2198050,0.083126920044463,5971,0.147672750655389,154426,0.136668038426989,4301086,0.162660554594462,5525,0.136642429638423,139624,0.123568169850478,3925141,0.148442884406743,446,0.011030321016966,14802,0.013099868576511,375945,0.014217670187719,554,0.013701340456052,13310,0.011779438640276,363594,0.013750574084596
E14000746,Hexham,E12000001,North East,K02000001,United Kingdom,2011,32612,1,1129935,1,26442096,1,23063,0.707193671041335,698595,0.618261227415736,16785003,0.63478337723303,12853,0.394118729302097,323084,0.285931491634475,8093442,0.30608171152544,10210,0.313074941739237,375511,0.332329735781262,8691561,0.32870166570759,188,0.005764749172084,4098,0.003626757291349,192648,0.007285655418542,4156,0.127437752974365,259506,0.22966453822565,4799765,0.18151983866937,1657,0.050809517968846,167593,0.148320921114931,2601715,0.098392918624908,2499,0.07662823500552,91913,0.081343617110719,2198050,0.083126920044463,4496,0.137863363179198,154426,0.136668038426989,4301086,0.162660554594462,3954,0.121243713970318,139624,0.123568169850478,3925141,0.148442884406743,542,0.01661964920888,14802,0.013099868576511,375945,0.014217670187719,709,0.021740463633019,13310,0.011779438640276,363594,0.013750574084596
